id,tipoIncidencia,fechaReporte,estado,UsuarioID,MantenimientoID,nivelEscalamiento,tiempoResolucion
16184,mal funcionamiento,2023-10-30,abierta,['854-01-7744'],['mnt-12679'],medio,-1
16185,vandalismo,2024-07-07,abierta,['403-97-9359'],['mnt-09022'],medio,-1
16186,rotura,2024-03-26,cerrada,['733-14-8592'],['mnt-05170'],medio,-1
16187,desgaste,2024-08-03,cerrada,['878-85-6851'],['mnt-12304'],alto,26
16188,desgaste,2024-04-22,cerrada,['214-10-1959'],"['mnt-05277', 'mnt-08362']",medio,12
16189,vandalismo,2024-06-20,abierta,['159-31-6997'],"['mnt-07008', 'mnt-13943']",medio,-1
16190,mal funcionamiento,2024-03-29,abierta,['675-54-6552'],['mnt-06275'],bajo,-1
16191,mal funcionamiento,2024-01-02,abierta,['488-74-2806'],['mnt-05476'],bajo,-1
16192,rotura,2023-12-20,cerrada,['420-51-9943'],['mnt-06858'],bajo,52
16193,rotura,2024-07-27,cerrada,['179-54-0185'],['mnt-12357'],medio,-1
16194,vandalismo,2024-06-26,cerrada,['656-19-5114'],"['mnt-09413', 'mnt-11545']",bajo,-1
16195,mal funcionamiento,2024-07-29,abierta,['986-47-3152'],"['mnt-00699', 'mnt-08823', 'mnt-13783']",bajo,-1
16196,mal funcionamiento,2023-12-09,abierta,['555-84-0509'],['mnt-11228'],alto,-1
16197,desgaste,2024-03-28,cerrada,['747-83-4950'],['mnt-13853'],alto,171
16198,mal funcionamiento,2024-10-05,cerrada,['372-70-1261'],['mnt-00204'],alto,-1
16199,rotura,2023-12-29,cerrada,['031-80-8363'],['mnt-03599'],bajo,76
16200,desgaste,2024-08-04,abierta,['102-27-7215'],['mnt-06910'],bajo,-1
16201,desgaste,2024-01-11,abierta,['466-87-0323'],['mnt-00819'],medio,-1
16202,mal funcionamiento,2023-10-21,cerrada,['150-63-8579'],['mnt-03213'],medio,132
16203,mal funcionamiento,2024-10-06,cerrada,['792-38-0484'],['mnt-13079'],medio,-1
16204,mal funcionamiento,2024-02-16,cerrada,['841-20-8237'],['mnt-05477'],alto,293
16205,desgaste,2024-03-02,cerrada,['264-51-1791'],['mnt-05509'],medio,64
16206,mal funcionamiento,2023-10-30,cerrada,['217-98-1971'],['mnt-04592'],alto,21
16207,vandalismo,2024-06-20,cerrada,['424-81-1895'],['mnt-06954'],bajo,-1
16208,rotura,2024-05-27,cerrada,['356-08-8765'],['mnt-07039'],bajo,55
16209,desgaste,2024-01-25,abierta,['742-14-8646'],['mnt-08973'],bajo,-1
16210,desgaste,2024-07-02,cerrada,['753-54-2888'],['mnt-04793'],bajo,49
16211,mal funcionamiento,2024-02-12,abierta,['257-68-9874'],['mnt-04179'],bajo,-1
16212,rotura,2024-03-25,abierta,['899-36-8094'],['mnt-10690'],bajo,-1
16213,desgaste,2024-09-07,cerrada,['232-96-4432'],['mnt-03755'],alto,-1
16214,vandalismo,2024-06-26,cerrada,['984-06-9884'],['mnt-04969'],bajo,-1
16215,mal funcionamiento,2024-08-07,abierta,['307-44-9673'],['mnt-12061'],medio,-1
16216,vandalismo,2023-07-12,abierta,['695-53-1471'],['mnt-02734'],alto,-1
16217,mal funcionamiento,2024-08-10,abierta,['669-86-6996'],"['mnt-03891', 'mnt-05245']",alto,-1
16218,vandalismo,2024-08-03,cerrada,['264-54-0217'],['mnt-05996'],medio,0
16219,desgaste,2024-07-25,abierta,['415-03-9293'],['mnt-13578'],alto,-1
16220,vandalismo,2024-12-04,abierta,['270-68-9782'],"['mnt-03757', 'mnt-14082']",alto,-1
16221,desgaste,2024-04-07,cerrada,['308-82-5445'],['mnt-03615'],alto,-1
16222,mal funcionamiento,2024-01-15,abierta,['220-01-1751'],"['mnt-01932', 'mnt-04157']",bajo,-1
16223,desgaste,2024-05-20,cerrada,['697-71-6455'],['mnt-13938'],alto,133
16224,desgaste,2024-04-19,abierta,['357-90-7964'],"['mnt-02247', 'mnt-04751', 'mnt-09770']",bajo,-1
16225,rotura,2024-09-06,cerrada,['587-35-9079'],['mnt-02025'],bajo,33
16226,vandalismo,2024-07-15,cerrada,['751-54-4814'],"['mnt-07214', 'mnt-10323']",bajo,-1
16227,rotura,2024-04-11,cerrada,['320-48-4832'],['mnt-07887'],bajo,-1
16228,rotura,2024-08-04,abierta,['572-15-1764'],['mnt-02249'],alto,-1
16229,mal funcionamiento,2024-09-27,cerrada,['659-18-0616'],['mnt-00819'],medio,-1
16230,desgaste,2024-10-08,cerrada,['466-91-6160'],['mnt-04002'],bajo,-1
16231,rotura,2024-09-11,abierta,['474-92-1156'],"['mnt-09468', 'mnt-10366']",medio,-1
16232,rotura,2024-03-04,cerrada,['626-79-9838'],"['mnt-09413', 'mnt-11545']",alto,37
16233,desgaste,2024-04-24,abierta,['187-19-9289'],['mnt-14539'],alto,-1
16234,vandalismo,2024-07-20,cerrada,['888-83-7461'],['mnt-09121'],medio,-1
16235,vandalismo,2024-01-25,cerrada,['124-16-0453'],['mnt-13920'],medio,245
16236,mal funcionamiento,2024-06-07,cerrada,['164-77-3475'],['mnt-06020'],bajo,39
16237,vandalismo,2024-04-28,cerrada,['487-44-3856'],['mnt-13425'],medio,157
16238,vandalismo,2023-12-08,abierta,['767-09-4728'],['mnt-07597'],alto,-1
16239,rotura,2024-03-22,abierta,['327-42-0854'],['mnt-01064'],medio,-1
16240,desgaste,2024-02-17,abierta,['306-79-7917'],['mnt-01732'],alto,-1
16241,mal funcionamiento,2024-03-02,abierta,['415-54-2609'],"['mnt-04276', 'mnt-05551']",bajo,-1
16242,vandalismo,2024-07-08,cerrada,['768-10-2242'],"['mnt-04096', 'mnt-05898']",medio,49
16243,desgaste,2024-03-18,cerrada,['300-70-0193'],['mnt-01500'],alto,-1
16244,desgaste,2024-06-02,cerrada,['515-07-9121'],"['mnt-02218', 'mnt-13692']",alto,100
16245,vandalismo,2024-01-15,abierta,['479-90-4797'],"['mnt-01517', 'mnt-08903']",bajo,-1
16246,desgaste,2024-03-09,abierta,['710-38-5262'],['mnt-03843'],bajo,-1
16247,vandalismo,2024-10-10,cerrada,['460-91-0751'],['mnt-05332'],bajo,-1
16248,mal funcionamiento,2024-03-28,abierta,['865-26-7548'],['mnt-04811'],medio,-1
16249,mal funcionamiento,2024-06-29,cerrada,['590-97-2661'],"['mnt-04031', 'mnt-12053']",alto,82
16250,vandalismo,2024-07-10,cerrada,['690-18-3634'],['mnt-06811'],alto,-1
16251,vandalismo,2024-09-24,abierta,['218-97-4042'],['mnt-06078'],bajo,-1
16252,mal funcionamiento,2023-11-27,cerrada,['772-49-5358'],"['mnt-05237', 'mnt-12167']",alto,315
16253,vandalismo,2024-01-25,cerrada,['994-84-4257'],['mnt-13700'],medio,181
16254,rotura,2024-06-07,cerrada,['524-41-7545'],"['mnt-08926', 'mnt-12107', 'mnt-12497']",bajo,71
16255,desgaste,2023-12-13,cerrada,['574-22-4581'],['mnt-05240'],alto,239
16256,desgaste,2023-12-04,cerrada,['015-49-9516'],['mnt-02643'],medio,-1
16257,mal funcionamiento,2024-02-19,cerrada,['537-41-7732'],['mnt-13075'],medio,207
16258,rotura,2023-11-20,abierta,['238-83-2071'],"['mnt-11506', 'mnt-12060']",bajo,-1
16259,vandalismo,2024-01-19,abierta,['157-65-8981'],['mnt-11546'],medio,-1
16260,rotura,2024-08-20,abierta,['030-82-3782'],['mnt-00404'],bajo,-1
16261,mal funcionamiento,2024-07-02,abierta,['332-10-5747'],['mnt-05279'],alto,-1
16262,rotura,2024-07-02,abierta,['459-65-2279'],['mnt-05819'],alto,-1
16263,rotura,2023-12-23,cerrada,['225-95-0580'],"['mnt-06213', 'mnt-10010']",alto,265
16264,mal funcionamiento,2024-09-04,abierta,['839-23-1887'],['mnt-00022'],alto,-1
16265,vandalismo,2024-01-05,cerrada,['803-46-8815'],"['mnt-05828', 'mnt-06703', 'mnt-10076']",bajo,243
16266,mal funcionamiento,2024-03-22,cerrada,['267-02-4340'],['mnt-00652'],medio,132
16267,desgaste,2024-04-20,abierta,['833-92-7506'],['mnt-05232'],alto,-1
16268,desgaste,2023-11-16,cerrada,['910-62-1364'],"['mnt-04087', 'mnt-13722']",alto,260
16269,vandalismo,2024-02-09,cerrada,['124-79-3561'],['mnt-14660'],alto,182
16270,desgaste,2024-04-05,cerrada,['374-56-4630'],"['mnt-08996', 'mnt-14309']",bajo,124
16271,rotura,2024-01-12,abierta,['998-54-2034'],['mnt-14907'],bajo,-1
16272,desgaste,2024-03-08,abierta,['219-25-5741'],['mnt-04538'],alto,-1
16273,vandalismo,2024-01-02,cerrada,['686-27-7856'],['mnt-06398'],alto,245
16274,rotura,2024-05-20,abierta,['799-26-2177'],"['mnt-05258', 'mnt-10688']",medio,-1
16275,rotura,2024-02-15,abierta,['476-28-9200'],['mnt-09502'],medio,-1
16276,mal funcionamiento,2024-09-15,abierta,['647-09-4052'],['mnt-12850'],alto,-1
16277,desgaste,2024-01-16,abierta,['521-17-1437'],"['mnt-12293', 'mnt-13488']",bajo,-1
16278,desgaste,2024-02-15,cerrada,['278-89-1976'],['mnt-07393'],medio,-1
16279,vandalismo,2024-04-14,cerrada,['854-03-7735'],['mnt-01379'],alto,-1
16280,rotura,2024-04-06,cerrada,['607-54-5987'],['mnt-08751'],bajo,11
16281,vandalismo,2024-07-21,abierta,['842-80-3689'],['mnt-05830'],alto,-1
16282,desgaste,2024-06-26,abierta,['891-42-5359'],['mnt-10710'],alto,-1
16283,desgaste,2024-03-26,cerrada,['982-27-6070'],['mnt-12127'],medio,-1
16284,rotura,2024-04-09,cerrada,['357-13-7624'],['mnt-11839'],medio,141
16285,desgaste,2023-11-17,abierta,['353-66-7721'],['mnt-13645'],alto,-1
16286,mal funcionamiento,2023-11-27,cerrada,['023-22-4588'],['mnt-10183'],medio,25
16287,rotura,2024-02-04,cerrada,['007-18-4471'],['mnt-14935'],bajo,-1
16288,rotura,2024-09-08,abierta,['159-31-6997'],['mnt-04460'],alto,-1
16289,vandalismo,2024-06-17,cerrada,['619-37-2886'],"['mnt-11059', 'mnt-11377']",alto,2
16290,vandalismo,2024-10-11,cerrada,['823-14-2366'],['mnt-04166'],alto,-1
16291,desgaste,2024-10-01,abierta,['963-67-3786'],['mnt-06266'],medio,-1
16292,rotura,2024-05-07,abierta,['552-35-5353'],['mnt-08889'],medio,-1
16293,rotura,2024-04-03,abierta,['406-08-6881'],['mnt-10462'],alto,-1
16294,mal funcionamiento,2024-01-02,abierta,['964-51-4502'],['mnt-14471'],medio,-1
16295,desgaste,2024-09-09,cerrada,['597-40-1396'],['mnt-12063'],medio,-1
16296,mal funcionamiento,2024-09-17,abierta,['994-80-0738'],['mnt-14107'],medio,-1
16297,rotura,2024-01-30,cerrada,['412-53-5066'],['mnt-01393'],medio,214
16298,mal funcionamiento,2023-12-21,abierta,['300-00-0761'],['mnt-04490'],bajo,-1
16299,vandalismo,2023-10-23,cerrada,['412-61-4283'],"['mnt-13007', 'mnt-14031']",medio,152
16300,vandalismo,2024-02-23,abierta,['415-28-0099'],['mnt-07113'],bajo,-1
16301,vandalismo,2023-11-17,abierta,['360-12-4745'],['mnt-14339'],alto,-1
16302,mal funcionamiento,2023-12-29,abierta,['488-92-2085'],['mnt-01454'],bajo,-1
16303,vandalismo,2024-08-31,abierta,['532-22-1574'],['mnt-11863'],alto,-1
16304,desgaste,2024-03-30,cerrada,['136-14-0518'],['mnt-09879'],alto,52
16305,desgaste,2024-10-08,cerrada,['932-90-8753'],['mnt-05500'],medio,-1
16306,rotura,2024-03-21,cerrada,['632-00-0853'],['mnt-10215'],medio,60
16307,rotura,2024-03-19,cerrada,['037-23-1905'],['mnt-12149'],bajo,163
16308,vandalismo,2024-08-04,cerrada,['520-96-8108'],"['mnt-00699', 'mnt-08823', 'mnt-13783']",bajo,29
16309,vandalismo,2024-09-15,cerrada,['488-89-2386'],"['mnt-03065', 'mnt-09783']",medio,-1
16310,rotura,2024-07-22,abierta,['606-44-5841'],['mnt-00258'],bajo,-1
16311,rotura,2023-10-28,cerrada,['891-25-4390'],"['mnt-09080', 'mnt-11945']",alto,240
16312,mal funcionamiento,2024-05-31,cerrada,['364-49-0331'],['mnt-00590'],medio,-1
16313,rotura,2024-08-07,abierta,['901-30-7322'],['mnt-08288'],alto,-1
16314,vandalismo,2024-10-12,cerrada,['290-79-1853'],['mnt-02560'],bajo,-1
16315,desgaste,2023-10-22,cerrada,['109-67-2193'],['mnt-10493'],bajo,334
16316,rotura,2024-03-05,cerrada,['408-70-1446'],"['mnt-07457', 'mnt-07483']",bajo,-1
16317,desgaste,2023-11-26,abierta,['554-31-7805'],['mnt-07292'],bajo,-1
16318,vandalismo,2024-07-27,cerrada,['824-28-0341'],['mnt-14433'],medio,-1
16319,rotura,2024-06-29,cerrada,['721-22-6954'],['mnt-03678'],alto,-1
16320,rotura,2023-11-30,cerrada,['772-49-5358'],['mnt-08973'],bajo,288
16321,rotura,2024-07-07,abierta,['718-62-8481'],['mnt-10359'],medio,-1
16322,rotura,2024-03-04,cerrada,['688-55-7218'],"['mnt-04550', 'mnt-08872']",alto,168
16323,desgaste,2024-10-05,cerrada,['647-10-5458'],['mnt-14615'],alto,-1
16324,rotura,2024-05-17,abierta,['956-46-5118'],['mnt-13029'],alto,-1
16325,vandalismo,2023-11-22,abierta,['562-67-7010'],['mnt-07327'],alto,-1
16326,mal funcionamiento,2024-07-23,cerrada,['328-72-1937'],['mnt-02089'],medio,-1
16327,rotura,2024-02-23,abierta,['850-58-0320'],['mnt-12850'],alto,-1
16328,mal funcionamiento,2024-08-31,cerrada,['281-88-1844'],['mnt-04387'],medio,34
16329,desgaste,2024-09-19,cerrada,['194-75-7377'],"['mnt-00081', 'mnt-12238']",alto,-1
16330,rotura,2023-10-22,abierta,['736-12-2698'],['mnt-11519'],bajo,-1
16331,mal funcionamiento,2024-01-09,abierta,['375-48-2919'],['mnt-00211'],bajo,-1
16332,vandalismo,2024-02-10,abierta,['984-43-4369'],"['mnt-01848', 'mnt-10449']",bajo,-1
16333,rotura,2024-02-15,cerrada,['300-81-8952'],['mnt-08720'],bajo,192
16334,rotura,2024-09-19,cerrada,['307-69-0780'],['mnt-13641'],alto,-1
16335,vandalismo,2024-03-26,abierta,['715-94-8164'],['mnt-06108'],medio,-1
16336,desgaste,2024-06-08,cerrada,['179-05-6608'],"['mnt-04633', 'mnt-13657']",bajo,117
16337,vandalismo,2024-07-20,cerrada,['324-43-7457'],['mnt-05016'],alto,-1
16338,desgaste,2023-11-26,cerrada,['514-48-1389'],['mnt-03630'],alto,153
16339,mal funcionamiento,2024-09-19,cerrada,['914-65-8043'],['mnt-06949'],bajo,-1
16340,mal funcionamiento,2024-03-13,cerrada,['254-69-7561'],['mnt-14663'],alto,-1
16341,vandalismo,2024-06-18,cerrada,['768-62-6556'],['mnt-06807'],medio,2
16342,rotura,2024-09-03,cerrada,['693-07-1075'],"['mnt-06491', 'mnt-07027']",alto,11
16343,rotura,2024-12-10,abierta,['240-57-4585'],['mnt-04378'],bajo,-1
16344,rotura,2024-04-13,cerrada,['343-62-4130'],['mnt-14219'],bajo,-1
16345,vandalismo,2024-01-05,cerrada,['104-84-8401'],"['mnt-13494', 'mnt-14240']",medio,163
16346,rotura,2024-04-08,abierta,['092-70-0241'],['mnt-14387'],bajo,-1
16347,desgaste,2024-02-01,cerrada,['315-82-2471'],['mnt-04387'],bajo,246
16348,mal funcionamiento,2024-02-19,cerrada,['148-50-3103'],['mnt-13919'],medio,138
16349,mal funcionamiento,2024-08-24,cerrada,['748-17-4515'],['mnt-00070'],bajo,35
16350,vandalismo,2024-09-14,abierta,['244-74-6838'],['mnt-05641'],medio,-1
16351,vandalismo,2024-04-26,abierta,['127-26-2921'],['mnt-01111'],alto,-1
16352,mal funcionamiento,2024-06-21,abierta,['368-73-1706'],['mnt-09419'],alto,-1
16353,vandalismo,2024-04-07,abierta,['725-95-7752'],['mnt-13468'],bajo,-1
16354,desgaste,2024-02-14,abierta,['681-76-1685'],['mnt-00007'],alto,-1
16355,vandalismo,2024-06-06,cerrada,['120-50-8460'],['mnt-08550'],bajo,-1
16356,vandalismo,2023-11-15,cerrada,['932-92-0467'],['mnt-03793'],alto,116
16357,desgaste,2024-07-29,cerrada,['604-56-8223'],['mnt-09587'],medio,47
16358,desgaste,2023-11-23,cerrada,['715-25-8843'],['mnt-05559'],alto,214
16359,desgaste,2023-10-22,cerrada,['690-10-8990'],"['mnt-13638', 'mnt-13734']",bajo,317
16360,rotura,2024-06-24,cerrada,['862-82-6180'],['mnt-05691'],alto,-1
16361,desgaste,2023-12-28,cerrada,['157-45-5985'],['mnt-04524'],alto,162
16362,mal funcionamiento,2024-10-06,abierta,['398-19-7654'],"['mnt-04243', 'mnt-08982']",alto,-1
16363,mal funcionamiento,2024-03-05,cerrada,['253-56-8096'],['mnt-14395'],medio,77
16364,mal funcionamiento,2024-01-15,cerrada,['772-39-9393'],['mnt-12709'],medio,6
16365,vandalismo,2024-04-02,abierta,['121-83-9578'],['mnt-02894'],medio,-1
16366,mal funcionamiento,2023-11-21,cerrada,['704-83-3310'],['mnt-06889'],medio,349
16367,desgaste,2023-12-31,cerrada,['948-35-8329'],['mnt-04102'],bajo,37
16368,vandalismo,2024-07-02,cerrada,['182-28-2233'],['mnt-10666'],alto,-1
16369,rotura,2024-09-13,abierta,['397-51-9698'],['mnt-09849'],bajo,-1
16370,rotura,2024-02-09,cerrada,['536-57-8753'],"['mnt-11297', 'mnt-14831']",bajo,128
16371,vandalismo,2024-03-09,cerrada,['682-66-9120'],['mnt-07412'],bajo,-1
16372,rotura,2024-05-24,cerrada,['032-19-6328'],['mnt-11110'],alto,-1
16373,mal funcionamiento,2024-09-03,cerrada,['259-90-9123'],['mnt-08925'],bajo,-1
16374,rotura,2024-07-17,cerrada,['780-24-0390'],['mnt-14273'],medio,-1
16375,rotura,2024-08-01,abierta,['176-42-0521'],"['mnt-04576', 'mnt-10566', 'mnt-11723']",medio,-1
16376,vandalismo,2023-12-25,cerrada,['158-87-8391'],['mnt-07211'],medio,115
16377,desgaste,2024-07-10,cerrada,['545-30-7902'],['mnt-04226'],alto,68
16378,desgaste,2024-03-29,cerrada,['359-07-5746'],"['mnt-00393', 'mnt-02854']",bajo,188
16379,rotura,2024-10-06,abierta,['627-69-5200'],['mnt-01153'],bajo,-1
16380,mal funcionamiento,2024-01-21,abierta,['310-02-8683'],['mnt-10282'],bajo,-1
16381,rotura,2024-07-18,cerrada,['951-96-6157'],['mnt-01081'],alto,-1
16382,rotura,2024-09-08,abierta,['607-99-8682'],['mnt-08670'],bajo,-1
16383,mal funcionamiento,2024-01-02,cerrada,['542-18-1224'],"['mnt-00723', 'mnt-03463', 'mnt-03515', 'mnt-05582']",bajo,257
16384,mal funcionamiento,2024-02-01,cerrada,['690-11-8503'],['mnt-09126'],bajo,142
16385,rotura,2024-06-01,abierta,['815-60-6043'],['mnt-04421'],medio,-1
16386,mal funcionamiento,2023-11-22,cerrada,['634-78-8495'],['mnt-00546'],alto,25
16387,rotura,2023-12-31,abierta,['709-62-3627'],"['mnt-02867', 'mnt-03816']",medio,-1
16388,desgaste,2024-09-28,abierta,['130-13-8226'],['mnt-11544'],medio,-1
16389,mal funcionamiento,2024-05-25,abierta,['471-78-0270'],['mnt-01802'],medio,-1
16390,desgaste,2024-07-31,cerrada,['768-91-8662'],['mnt-12511'],alto,64
16391,desgaste,2024-03-03,cerrada,['967-94-6308'],['mnt-07993'],medio,2
16392,vandalismo,2023-12-19,abierta,['344-21-3655'],"['mnt-05363', 'mnt-10922']",bajo,-1
16393,rotura,2024-03-23,abierta,['157-41-0071'],['mnt-14339'],bajo,-1
16394,rotura,2024-08-30,abierta,['330-47-3348'],"['mnt-11766', 'mnt-14883']",alto,-1
16395,desgaste,2024-07-13,abierta,['903-67-5291'],['mnt-06373'],alto,-1
16396,desgaste,2024-10-08,cerrada,['111-74-2551'],"['mnt-05410', 'mnt-05513']",medio,-1
16397,mal funcionamiento,2024-03-25,abierta,['691-01-7757'],['mnt-02285'],bajo,-1
16398,vandalismo,2024-01-13,abierta,['933-22-7606'],"['mnt-03422', 'mnt-06428', 'mnt-13489']",alto,-1
16399,desgaste,2024-09-20,cerrada,['746-04-4935'],"['mnt-01576', 'mnt-04666']",bajo,-1
16400,desgaste,2024-06-10,cerrada,['992-62-1680'],['mnt-07442'],medio,80
16401,desgaste,2024-03-27,cerrada,['820-31-3969'],"['mnt-03627', 'mnt-10050']",medio,-1
16402,mal funcionamiento,2024-08-10,cerrada,['107-00-5867'],"['mnt-02520', 'mnt-10419']",medio,-1
16403,vandalismo,2024-01-13,cerrada,['998-34-4421'],['mnt-01532'],alto,79
16404,desgaste,2024-02-19,cerrada,['821-11-8778'],['mnt-01846'],alto,53
16405,rotura,2024-02-01,cerrada,['246-14-7602'],['mnt-08102'],alto,140
16406,rotura,2024-03-20,cerrada,['955-32-8836'],['mnt-06659'],bajo,-1
16407,rotura,2024-07-09,abierta,['166-45-6290'],['mnt-02719'],alto,-1
16408,desgaste,2024-09-18,abierta,['596-47-3683'],['mnt-11961'],alto,-1
16409,mal funcionamiento,2024-09-04,abierta,['998-58-5831'],['mnt-07368'],bajo,-1
16410,mal funcionamiento,2023-11-16,cerrada,['827-72-4027'],['mnt-11519'],bajo,47
16411,vandalismo,2024-12-07,abierta,['022-19-0677'],['mnt-02280'],medio,-1
16412,mal funcionamiento,2024-05-02,cerrada,['924-53-5504'],"['mnt-00167', 'mnt-02640']",alto,76
16413,mal funcionamiento,2024-03-17,abierta,['289-55-2531'],"['mnt-01943', 'mnt-12778']",bajo,-1
16414,vandalismo,2023-10-23,abierta,['678-63-6289'],['mnt-10989'],alto,-1
16415,vandalismo,2024-05-26,abierta,['183-05-5276'],"['mnt-03390', 'mnt-10471']",medio,-1
16416,desgaste,2024-12-10,cerrada,['837-40-7805'],['mnt-10889'],medio,-1
16417,rotura,2024-07-12,abierta,['922-31-1886'],"['mnt-10062', 'mnt-12784']",alto,-1
16418,vandalismo,2024-10-06,cerrada,['335-46-6509'],['mnt-13392'],alto,-1
16419,rotura,2024-03-18,cerrada,['879-83-7214'],['mnt-08071'],medio,100
16420,vandalismo,2023-11-19,cerrada,['145-90-7740'],['mnt-05904'],medio,218
16421,mal funcionamiento,2024-02-08,cerrada,['188-71-2426'],['mnt-02466'],alto,138
16422,vandalismo,2023-11-23,abierta,['121-29-3682'],['mnt-12188'],alto,-1
16423,rotura,2024-03-22,cerrada,['162-55-0144'],['mnt-14567'],medio,-1
16424,vandalismo,2023-12-09,abierta,['491-22-2382'],['mnt-08859'],alto,-1
16425,vandalismo,2023-11-19,cerrada,['858-65-5408'],['mnt-00291'],medio,197
16426,vandalismo,2024-02-01,abierta,['367-10-4674'],['mnt-00252'],bajo,-1
16427,vandalismo,2024-07-08,cerrada,['024-82-3448'],['mnt-09640'],bajo,-1
16428,mal funcionamiento,2024-06-04,cerrada,['103-69-7333'],['mnt-11532'],medio,-1
16429,rotura,2024-10-12,abierta,['525-44-7911'],"['mnt-03789', 'mnt-05250', 'mnt-10166']",alto,-1
16430,mal funcionamiento,2024-01-27,cerrada,['426-17-7982'],['mnt-00509'],medio,89
16431,rotura,2024-08-05,cerrada,['836-30-2034'],['mnt-04248'],medio,-1
16432,mal funcionamiento,2024-01-21,abierta,['388-09-7562'],['mnt-13800'],medio,-1
16433,vandalismo,2023-12-20,abierta,['503-78-3713'],['mnt-11393'],bajo,-1
16434,desgaste,2024-05-30,abierta,['159-40-5926'],"['mnt-01419', 'mnt-11630']",medio,-1
16435,rotura,2023-10-24,cerrada,['920-37-5061'],['mnt-11455'],medio,276
16436,desgaste,2024-03-16,cerrada,['772-06-3259'],['mnt-02229'],medio,171
16437,mal funcionamiento,2024-04-22,abierta,['922-29-0076'],['mnt-06807'],bajo,-1
16438,desgaste,2024-04-02,cerrada,['769-79-9632'],['mnt-00240'],bajo,-1
16439,rotura,2024-01-31,abierta,['094-41-8024'],"['mnt-01599', 'mnt-11319']",medio,-1
16440,mal funcionamiento,2024-08-30,cerrada,['185-73-3558'],['mnt-02719'],medio,-1
16441,vandalismo,2024-01-19,abierta,['942-18-3874'],['mnt-14359'],bajo,-1
16442,rotura,2024-02-13,cerrada,['572-97-4777'],['mnt-08107'],medio,298
16443,rotura,2024-04-06,cerrada,['396-71-7536'],"['mnt-06058', 'mnt-08094']",bajo,31
16444,mal funcionamiento,2024-08-07,abierta,['603-34-1803'],['mnt-13108'],alto,-1
16445,mal funcionamiento,2024-07-15,cerrada,['673-64-0821'],['mnt-02771'],bajo,60
16446,mal funcionamiento,2024-05-27,cerrada,['449-44-9554'],['mnt-08361'],medio,-1
16447,vandalismo,2024-07-22,abierta,['614-29-3004'],['mnt-03629'],bajo,-1
16448,vandalismo,2023-11-29,abierta,['745-26-0039'],"['mnt-05945', 'mnt-10791']",alto,-1
16449,mal funcionamiento,2024-06-16,cerrada,['709-28-7769'],['mnt-03286'],medio,-1
16450,rotura,2023-06-12,abierta,['001-04-9561'],"['mnt-05710', 'mnt-05737', 'mnt-08037', 'mnt-13397']",bajo,-1
16451,desgaste,2024-09-01,abierta,['378-56-0283'],"['mnt-08567', 'mnt-14216']",bajo,-1
16452,rotura,2024-07-07,abierta,['657-15-6397'],['mnt-06720'],medio,-1
16453,vandalismo,2024-07-18,abierta,['851-87-2934'],['mnt-10967'],bajo,-1
16454,rotura,2023-10-28,abierta,['016-06-5913'],['mnt-04181'],alto,-1
16455,mal funcionamiento,2024-03-19,abierta,['792-76-5914'],['mnt-06101'],bajo,-1
16456,rotura,2023-10-29,abierta,['293-49-7565'],"['mnt-04029', 'mnt-05523']",alto,-1
16457,mal funcionamiento,2024-02-08,cerrada,['127-75-9864'],['mnt-06526'],alto,235
16458,rotura,2024-09-08,cerrada,['074-25-1820'],['mnt-02252'],alto,-1
16459,mal funcionamiento,2023-12-11,abierta,['656-93-4353'],"['mnt-05072', 'mnt-08621']",medio,-1
16460,desgaste,2024-02-13,cerrada,['380-52-9476'],['mnt-13931'],medio,293
16461,desgaste,2024-01-07,abierta,['012-17-3864'],['mnt-14097'],bajo,-1
16462,mal funcionamiento,2024-03-07,abierta,['777-73-7288'],['mnt-14409'],bajo,-1
16463,mal funcionamiento,2024-04-15,cerrada,['282-30-1884'],['mnt-00974'],bajo,232
16464,mal funcionamiento,2024-04-08,abierta,['764-07-9609'],['mnt-05967'],medio,-1
16465,mal funcionamiento,2024-05-31,cerrada,['860-76-5486'],['mnt-12941'],medio,-1
16466,rotura,2024-01-30,abierta,['365-05-0740'],['mnt-07717'],alto,-1
16467,rotura,2024-02-19,cerrada,['965-97-5177'],['mnt-09157'],alto,110
16468,vandalismo,2024-01-10,cerrada,['888-99-5847'],['mnt-00818'],alto,192
16469,mal funcionamiento,2024-03-09,cerrada,['743-49-2091'],['mnt-11340'],medio,-1
16470,vandalismo,2024-06-16,abierta,['408-22-9781'],['mnt-08941'],bajo,-1
16471,vandalismo,2024-04-16,cerrada,['206-72-3364'],"['mnt-10318', 'mnt-13917']",bajo,156
16472,rotura,2023-10-22,cerrada,['600-62-7184'],['mnt-10969'],alto,59
16473,rotura,2024-09-08,abierta,['342-07-6171'],['mnt-06086'],medio,-1
16474,vandalismo,2024-04-16,abierta,['024-82-3448'],['mnt-09453'],alto,-1
16475,rotura,2024-09-21,cerrada,['889-34-2169'],['mnt-12263'],alto,-1
16476,mal funcionamiento,2024-06-20,cerrada,['147-81-8578'],['mnt-01529'],bajo,-1
16477,vandalismo,2024-06-22,cerrada,['132-67-1231'],"['mnt-06900', 'mnt-10135']",medio,54
16478,mal funcionamiento,2023-12-13,cerrada,['455-55-7252'],['mnt-07169'],bajo,-1
